entity_type,canonical_text,alias_text,alias_count,method,confidence
GPE,Robertson Street,Robertson Street,40,normalized_key,0.8
GPE,South Pecan Street,South Pecan Street,40,normalized_key,0.8
GPE,the City of Jacinto City,the City of Jacinto City,40,normalized_key,0.8
GPE,the City of Primera,The City of Primera,40,normalized_key,0.8
GPE,The City of West Columbia,The City of West Columbia,40,normalized_key,0.8
GPE,Tri City Beach Road,Tri City Beach Road,40,normalized_key,0.8
GPE,the United States,United States,40,normalized_key,0.8
GPE,south City,south City,40,normalized_key,0.8
GPE,the City of Bastrop,the City of Bastrop,40,normalized_key,0.8
GPE,the City of Taft,the City of Taft,40,normalized_key,0.8
GPE,the City of Zavalla,the City of Zavalla,40,normalized_key,0.8
ORG,All Addresses State Address City Zip Visible,All Addresses State Address City Zip Visible,39,normalized_key,0.8
ORG,the U.S. Department of Housing and Urban Development,the U.S. Department of Housing and Urban Development,39,normalized_key,0.8
GPE,BEEVILLE,Beeville,39,normalized_key,0.8
GPE,Bevil Oaks,Bevil Oaks,39,normalized_key,0.8
GPE,Blanco County,Blanco County,39,normalized_key,0.8
GPE,Bloomburg,Bloomburg,39,normalized_key,0.8
GPE,Bowie,Bowie,39,normalized_key,0.8
GPE,East End of Street,East End of Street,39,normalized_key,0.8
GPE,Jackson Bayou,Jackson Bayou,39,normalized_key,0.8
GPE,L Street,L Street,39,normalized_key,0.8
GPE,MLK Drive,MLK Drive,39,normalized_key,0.8
GPE,South Fork,South Fork,39,normalized_key,0.8
GPE,Texas City,TEXAS CITY,39,normalized_key,0.8
GPE,the City of Sweeny,the City of Sweeny,39,normalized_key,0.8
GPE,the City of Taylor Landing,the City of Taylor Landing,39,normalized_key,0.8
GPE,The Colonia of,The Colonia of,39,normalized_key,0.8
GPE,West End of Street,West End of Street,39,normalized_key,0.8
GPE,the City of Plum Grove,the City of Plum Grove,39,normalized_key,0.8
ORG,City of Environmental Assessment,CITY OF Environmental Assessment,38,normalized_key,0.8
ORG,City of Brookshire,City of Brookshire,38,normalized_key,0.8
ORG,County Club,County Club,38,normalized_key,0.8
ORG,GLO Coastal Resources,GLO Coastal Resources,38,normalized_key,0.8
ORG,General Land Office,General Land Office,38,normalized_key,0.8
ORG,HUD MID,HUD MID,38,normalized_key,0.8
ORG,HUD OIG,HUD OIG,38,normalized_key,0.8
ORG,Texas Department of Rural Affairs,Texas Department of Rural Affairs,38,normalized_key,0.8
ORG,the Forest Bend Homeowners Association Park,the Forest Bend Homeowners Association Park,38,normalized_key,0.8
GPE,Beginning,Beginning,38,normalized_key,0.8
GPE,Buna,Buna,38,normalized_key,0.8
GPE,Canal,Canal,38,normalized_key,0.8
GPE,Collins Rd,Collins Rd,38,normalized_key,0.8
GPE,Easement North of Burman Street,Easement North of Burman Street,38,normalized_key,0.8
GPE,Easement North of Fairfax,Easement North of Fairfax,38,normalized_key,0.8
GPE,Easement North of Norvic Street,Easement North of Norvic Street,38,normalized_key,0.8
GPE,Forest Drive,Forest Drive,38,normalized_key,0.8
GPE,"Goliad, County of P-17-TX-48- HIM1 Most Impacted and Distressed Budget Total Budget Grant Number Total Budget","Goliad, County of P-17-TX-48- HIM1 Most Impacted and Distressed Budget Total Budget Grant Number Total Budget",38,normalized_key,0.8
GPE,Harborside Drive,Harborside Drive,38,normalized_key,0.8
GPE,Lewis,Lewis,38,normalized_key,0.8
GPE,"Mathis, City of P-17-TX-48-","Mathis, City of P-17-TX-48-",38,normalized_key,0.8
GPE,Palacios,Palacios,38,normalized_key,0.8
GPE,Peach Street,Peach Street,38,normalized_key,0.8
GPE,Pine Street,Pine Street,38,normalized_key,0.8
GPE,South Cleveland,South Cleveland,38,normalized_key,0.8
GPE,The City of Alto,The City of Alto,38,normalized_key,0.8
GPE,the City of Bay City,the City of Bay City,38,normalized_key,0.8
GPE,the City of Jacinto City,The City of Jacinto City,38,normalized_key,0.8
GPE,the City of La Villa,the City of La Villa,38,normalized_key,0.8
GPE,the City of Marion,the City of Marion,38,normalized_key,0.8
GPE,Tinsley Creek,Tinsley Creek,38,normalized_key,0.8
GPE,Washington Street,Washington Street,38,normalized_key,0.8
GPE,West Columbia P-17-,West Columbia P-17-,38,normalized_key,0.8
GPE,West Holiday,West Holiday,38,normalized_key,0.8
GPE,the City of Jasper's,the City of Jasper's,38,normalized_key,0.8
TX_COUNTY,Brazos County,Brazos County,38,normalized_key,0.8
ORG,the Post Office,the Post Office,37,normalized_key,0.8
GPE,Cameron,Cameron,37,normalized_key,0.8
GPE,East Freeway,East Freeway,37,normalized_key,0.8
GPE,Guinea,Guinea,37,normalized_key,0.8
GPE,Lake Jackson,Lake Jackson,37,normalized_key,0.8
GPE,Orange Grove,Orange Grove,37,normalized_key,0.8
GPE,Riverside,Riverside,37,normalized_key,0.8
GPE,the City of Bay City,The City of Bay City,37,normalized_key,0.8
GPE,the City of Rio Hondo,the City of Rio Hondo,37,normalized_key,0.8
GPE,W3,W3,37,normalized_key,0.8
GPE,the City of Shiner,the City of Shiner,37,normalized_key,0.8
TX_COUNTY,Cameron County,Cameron county,37,normalized_key,0.8
TX_COUNTY,County of Matagorda,County of Matagorda,37,normalized_key,0.8
ORG,the Bridge City CT,the Bridge City CT,36,normalized_key,0.8
ORG,City Property Adjacent,City Property Adjacent,36,normalized_key,0.8
ORG,"City of Wallis Fire Station,6409 Guyler Street","City of Wallis Fire Station,6409 Guyler Street",36,normalized_key,0.8
ORG,County of Environmental Assessment,County of Environmental Assessment,36,normalized_key,0.8
ORG,Livingston Electric Department Building,Livingston Electric Department Building,36,normalized_key,0.8
ORG,Livingston Electric Department Building,the Livingston Electric Department Building,36,normalized_key,0.8
ORG,N University Drive,N University Drive,36,normalized_key,0.8
ORG,Sunbelt Fresh Water Supply District,Sunbelt Fresh Water Supply District,36,normalized_key,0.8
ORG,the Hull Fresh Water Supply District,the Hull Fresh Water Supply District,36,normalized_key,0.8
ORG,the Tarkington Special Utility District,the Tarkington Special Utility District,36,normalized_key,0.8
GPE,21st St to,21st St to,36,normalized_key,0.8
GPE,25th St,25th St,36,normalized_key,0.8
GPE,Alfred,Alfred,36,normalized_key,0.8
GPE,Alice,Alice,36,normalized_key,0.8
GPE,Big Creek,Big Creek,36,normalized_key,0.8
GPE,DRS220064,DRS220064,36,normalized_key,0.8
GPE,Delesandri Road,Delesandri Road,36,normalized_key,0.8
GPE,Dolphin,Dolphin,36,normalized_key,0.8
GPE,Drew Street,Drew Street,36,normalized_key,0.8
GPE,East of South Barrow Avenue,East of South Barrow Avenue,36,normalized_key,0.8
GPE,Frazier,Frazier,36,normalized_key,0.8
GPE,Gospel Hill,Gospel Hill,36,normalized_key,0.8
GPE,Grunwald Heights,Grunwald Heights,36,normalized_key,0.8
GPE,Longview,Longview,36,normalized_key,0.8
GPE,Lovelady,Lovelady,36,normalized_key,0.8
GPE,North Cleveland,North Cleveland,36,normalized_key,0.8
GPE,North of Helena St,North of Helena St,36,normalized_key,0.8
GPE,North of Hwy,North of Hwy,36,normalized_key,0.8
GPE,Santa Rosa B-19-DF-48- 0001,Santa Rosa B-19-DF-48- 0001,36,normalized_key,0.8
GPE,Snow Hill,Snow Hill,36,normalized_key,0.8
GPE,South 3rd Street,South 3rd Street,36,normalized_key,0.8
GPE,South Robertson Road,South Robertson Road,36,normalized_key,0.8
GPE,Stephen Creek,Stephen Creek,36,normalized_key,0.8
GPE,Terrance St,Terrance St,36,normalized_key,0.8
GPE,the City of Bellaire,the City of Bellaire,36,normalized_key,0.8
GPE,Thornton,Thornton,36,normalized_key,0.8
GPE,US,Us,36,normalized_key,0.8
GPE,Vyvjala,Vyvjala,36,normalized_key,0.8
GPE,West FM 1988,West FM 1988,36,normalized_key,0.8
GPE,West Lee Street,West Lee Street,36,normalized_key,0.8
GPE,West of South,West of South,36,normalized_key,0.8
GPE,Wilson Street,Wilson Street,36,normalized_key,0.8
GPE,the City of Leona Water Plant,the City of Leona Water Plant,36,normalized_key,0.8
GPE,the City of Wallis Fire Station,the City of Wallis Fire Station,36,normalized_key,0.8
ORG,A&M University,A&M University,35,normalized_key,0.8
ORG,Post Office Street,the Post Office Street,35,normalized_key,0.8
ORG,Texas GLO,The Texas GLO,35,seed,0.99
GPE,Aspen Street,Aspen Street,35,normalized_key,0.8
GPE,Bayview,Bayview,35,normalized_key,0.8
GPE,Copano Heights,Copano Heights,35,normalized_key,0.8
GPE,County,The County,35,normalized_key,0.8
GPE,Easement North of Palestine Street,Easement North of Palestine Street,35,normalized_key,0.8
GPE,F.W.,F.W.,35,normalized_key,0.8
GPE,Holland,Holland,35,normalized_key,0.8
GPE,Madrid,Madrid,35,normalized_key,0.8
GPE,Mod,Mod,35,normalized_key,0.8
GPE,New York,New York,35,normalized_key,0.8
GPE,Northside Drive,Northside Drive,35,normalized_key,0.8
GPE,Northwest Drive,Northwest Drive,35,normalized_key,0.8
GPE,Rose City Dr.,Rose City Dr.,35,normalized_key,0.8
GPE,Tejano Center,Tejano Center,35,normalized_key,0.8
GPE,the City of Flatonia,the City of Flatonia,35,normalized_key,0.8
GPE,The City of West Columbia,the City of West Columbia,35,normalized_key,0.8
GPE,Trinty,Trinty,35,normalized_key,0.8
GPE,Walnut Ridge,Walnut Ridge,35,normalized_key,0.8
GPE,Wayland,Wayland,35,normalized_key,0.8
GPE,kW - 1000,kW - 1000,35,normalized_key,0.8
GPE,the City of Milano,the City of Milano,35,normalized_key,0.8
ORG,Baytown Housing Authority,Baytown Housing Authority,34,normalized_key,0.8
ORG,City Property,City Property,34,normalized_key,0.8
ORG,Hemphill High School District Property,Hemphill High School District Property,34,normalized_key,0.8
ORG,Inc - Channelview Wellness Pod Complex - construct,Inc - Channelview Wellness Pod Complex - construct,34,normalized_key,0.8
GPE,Bear Drive,Bear Drive,34,normalized_key,0.8
GPE,Caldwell,Caldwell,34,normalized_key,0.8
GPE,Eagle Drive,Eagle Drive,34,normalized_key,0.8
GPE,East Houston Avenue,East Houston Avenue,34,normalized_key,0.8
GPE,East Maddox Avenue,East Maddox Avenue,34,normalized_key,0.8
GPE,Harborwalk,Harborwalk,34,normalized_key,0.8
GPE,Hempstead,Hempstead,34,normalized_key,0.8
GPE,Hidden Bluff,Hidden Bluff,34,normalized_key,0.8
GPE,Hudson,Hudson,34,normalized_key,0.8
GPE,Jr. Road to,Jr. Road to,34,normalized_key,0.8
GPE,North Robertson Street,North Robertson Street,34,normalized_key,0.8
GPE,Oklahoma,Oklahoma,34,normalized_key,0.8
GPE,Paris,Paris,34,normalized_key,0.8
GPE,Pinetop Rd,Pinetop Rd,34,normalized_key,0.8
GPE,Port Arthur City Limits,Port Arthur City Limits,34,normalized_key,0.8
GPE,Prairie View,Prairie View,34,normalized_key,0.8
GPE,South John Street,South John Street,34,normalized_key,0.8
GPE,The City of Port Aransas,the City of Port Aransas,34,normalized_key,0.8
GPE,the City of Sealy,the City of Sealy,34,normalized_key,0.8
GPE,the City of Tenaha,the City of Tenaha,34,normalized_key,0.8
GPE,Todd Rd,Todd Rd,34,normalized_key,0.8
GPE,Waller,Waller,34,normalized_key,0.8
GPE,West Roundbunch Rd,West Roundbunch Rd,34,normalized_key,0.8
GPE,Wilber Rd,Wilber Rd,34,normalized_key,0.8
GPE,harden,harden,34,normalized_key,0.8
GPE,the City of Brookside,the City of Brookside,34,normalized_key,0.8
GPE,the City of Oyster Creek,the City of Oyster Creek,34,normalized_key,0.8
TX_COUNTY,County of Trinity,County of Trinity,34,normalized_key,0.8
ORG,CITY HALL,CITY HALL,33,normalized_key,0.8
ORG,Chambers Co. N,Chambers Co. N,33,normalized_key,0.8
ORG,City of Hitchcock,City of Hitchcock,33,normalized_key,0.8
ORG,City of Humble Fire Station South Houston Ave,City of Humble Fire Station South Houston Ave,33,normalized_key,0.8
ORG,FEMA IA,FEMA IA,33,normalized_key,0.8
ORG,Guadalupe-Blanco River Authority,Guadalupe-Blanco River Authority,33,normalized_key,0.8
ORG,HGAC-GLO#12-511-000-6725,HGAC-GLO#12-511-000-6725,33,normalized_key,0.8
ORG,HGAC-GLO#13-128-000-7190,HGAC-GLO#13-128-000-7190,33,normalized_key,0.8
ORG,HGAC-GLO#13-181-000-7294,HGAC-GLO#13-181-000-7294,33,normalized_key,0.8
ORG,the Post Office,Post Office,33,normalized_key,0.8
ORG,the North League City Drainage Improvements and Oaks of Clear Creek Detention Ponds,the North League City Drainage Improvements and Oaks of Clear Creek Detention Ponds,33,normalized_key,0.8
GPE,Antonia St.,Antonia St.,33,normalized_key,0.8
GPE,Arrowcrest,Arrowcrest,33,normalized_key,0.8
GPE,Comanche County,Comanche County,33,normalized_key,0.8
GPE,Deerwood Drive,Deerwood Drive,33,normalized_key,0.8
GPE,East Branch Creek,East Branch Creek,33,normalized_key,0.8
GPE,El Campo,El Campo,33,normalized_key,0.8
GPE,Gou Hole Rd,Gou Hole Rd,33,normalized_key,0.8
GPE,HouHoAP[Reimb]_DA_LMI_21,HouHoAP[Reimb]_DA_LMI_21,33,normalized_key,0.8
GPE,McGlothlin Rd,McGlothlin Rd,33,normalized_key,0.8
GPE,Mexico St.,Mexico St.,33,normalized_key,0.8
GPE,Oakland,Oakland,33,normalized_key,0.8
GPE,Olivarez,Olivarez,33,normalized_key,0.8
GPE,Roberts Park,Roberts Park,33,normalized_key,0.8
GPE,Roganville,Roganville,33,normalized_key,0.8
GPE,San Francisco,San Francisco,33,normalized_key,0.8
GPE,Smith County,Smith County,33,normalized_key,0.8
GPE,St. Mary Street,St. Mary Street,33,normalized_key,0.8
GPE,the City of Smiley,the City of Smiley,33,normalized_key,0.8
GPE,Vallarta,Vallarta,33,normalized_key,0.8
GPE,West Bayshore,West Bayshore,33,normalized_key,0.8
GPE,West Coke,West Coke,33,normalized_key,0.8
GPE,West Hochheim Street,West Hochheim Street,33,normalized_key,0.8
GPE,West Park Street,West Park Street,33,normalized_key,0.8
GPE,Winnie Stowell,Winnie Stowell,33,normalized_key,0.8
GPE,the City of Alvin at,the City of Alvin at,33,normalized_key,0.8
TX_COUNTY,Cooke County,Cooke County,33,normalized_key,0.8
ORG,the City of Ivanhoe,the City of Ivanhoe,32,normalized_key,0.8
ORG,City of La Ward,City of La Ward,32,normalized_key,0.8
ORG,Clarksville City,Clarksville City,32,normalized_key,0.8
ORG,HGAC-GLO#12-286-000-5634,HGAC-GLO#12-286-000-5634,32,normalized_key,0.8
ORG,Houston Housing Authority,Houston Housing Authority,32,normalized_key,0.8
ORG,The East Texas Council of Government,The East Texas Council of Government,32,normalized_key,0.8
ORG,Turner Road to City Limits,Turner Road to City Limits,32,normalized_key,0.8
GPE,25th St to,25th St to,32,normalized_key,0.8
GPE,Armstrong Road,Armstrong Road,32,normalized_key,0.8
GPE,Buffalo Trail,Buffalo Trail,32,normalized_key,0.8
GPE,Camp,Camp,32,normalized_key,0.8
GPE,Diboll,Diboll,32,normalized_key,0.8
GPE,Garrison,Garrison,32,normalized_key,0.8
GPE,Gessner Rd,Gessner Rd,32,normalized_key,0.8
GPE,Kendleton,Kendleton,32,normalized_key,0.8
GPE,Knupple Road,Knupple Road,32,normalized_key,0.8
GPE,Lighthouse Beach,Lighthouse Beach,32,normalized_key,0.8
GPE,Los Ranchtios Rd,Los Ranchtios Rd,32,normalized_key,0.8
GPE,North of CR,North of CR,32,normalized_key,0.8
GPE,North of CR 350,North of CR 350,32,normalized_key,0.8
GPE,North of West Austin Street,North of West Austin Street,32,normalized_key,0.8
GPE,Panola,Panola,32,normalized_key,0.8
GPE,Plum Street,Plum Street,32,normalized_key,0.8
GPE,SPRP,SPRP,32,normalized_key,0.8
GPE,Salineno,Salineno,32,normalized_key,0.8
GPE,San Miguel Street,San Miguel Street,32,normalized_key,0.8
GPE,The City of Linden,The City of Linden,32,normalized_key,0.8
GPE,the City of Palacios,the City of Palacios,32,normalized_key,0.8
GPE,the City of Portland,The City of Portland,32,normalized_key,0.8
GPE,the City of Robstown,The City of Robstown,32,normalized_key,0.8
GPE,the City of Combes,the City of Combes,32,normalized_key,0.8
GPE,the City of Rosenberg,the City of Rosenberg,32,normalized_key,0.8
TX_COUNTY,County of Jefferson,County of Jefferson,32,normalized_key,0.8
TX_COUNTY,Guadalupe County,Guadalupe County,32,normalized_key,0.8
ORG,Board Action and Action Plan Amendment,Board Action and Action Plan Amendment,31,normalized_key,0.8
ORG,HGAC-GLO#10-,HGAC-GLO#10-,31,normalized_key,0.8
ORG,LRGVDC-GLO#12-401-000-6446,LRGVDC-GLO#12-401-000-6446,31,normalized_key,0.8
ORG,The City of Tioga,The City of Tioga,31,normalized_key,0.8
GPE,Airport,Airport,31,normalized_key,0.8
GPE,Milano,Milano,31,normalized_key,0.8
GPE,North West Avenue,North West Avenue,31,normalized_key,0.8
GPE,"Richwood, City","Richwood, City",31,normalized_key,0.8
GPE,Southern Oaks,Southern Oaks,31,normalized_key,0.8
GPE,the City of Alamo,the City of Alamo,31,normalized_key,0.8
GPE,the City of Bellaire,The City of Bellaire,31,normalized_key,0.8
GPE,the City of East Bernard,the City of East Bernard,31,normalized_key,0.8
GPE,The City of Linden,the City of Linden,31,normalized_key,0.8
GPE,The City of Tioga's,The City of Tioga's,31,normalized_key,0.8
GPE,the City of Buffalo’s Wastewater Treatment Plant,the City of Buffalo’s Wastewater Treatment Plant,31,normalized_key,0.8
GPE,the City of Waelder,the City of Waelder,31,normalized_key,0.8
ORG,"Anderson, City Of","Anderson, City Of",30,normalized_key,0.8
ORG,City of Newton,City of Newton,30,normalized_key,0.8
ORG,the City of Seguin,the City of Seguin,30,normalized_key,0.8
ORG,County Line Cementary Rd,County Line Cementary Rd,30,normalized_key,0.8
ORG,HGAC-GLO#12-505-000-6718,HGAC-GLO#12-505-000-6718,30,normalized_key,0.8
ORG,Silsbee Fire Department and Urgent Need Radios,Silsbee Fire Department and Urgent Need Radios,30,normalized_key,0.8
GPE,17th Street,17th Street,30,normalized_key,0.8
GPE,BB,BB,30,normalized_key,0.8
GPE,Baron,Baron,30,normalized_key,0.8
GPE,Box Street,Box Street,30,normalized_key,0.8
GPE,Camilla,Camilla,30,normalized_key,0.8
GPE,Dominy Rd,Dominy Rd,30,normalized_key,0.8
GPE,E. Threadneedle Street,E. Threadneedle Street,30,normalized_key,0.8
GPE,East Road,East Road,30,normalized_key,0.8
GPE,East Virginia Street,East Virginia Street,30,normalized_key,0.8
GPE,East White Street,East White Street,30,normalized_key,0.8
GPE,Griggs,Griggs,30,normalized_key,0.8
GPE,Knupple Park,Knupple Park,30,normalized_key,0.8
GPE,L.S.,L.S.,30,normalized_key,0.8
GPE,Lakeside Village,Lakeside Village,30,normalized_key,0.8
GPE,Magnolia Drive,Magnolia Drive,30,normalized_key,0.8
GPE,Montana,Montana,30,normalized_key,0.8
GPE,North Armstrong Street,North Armstrong Street,30,normalized_key,0.8
GPE,North Bassett Street,North Bassett Street,30,normalized_key,0.8
GPE,North Rosswood Street,North Rosswood Street,30,normalized_key,0.8
GPE,North States,North States,30,normalized_key,0.8
GPE,Power Rd,Power Rd,30,normalized_key,0.8
GPE,Progresso,Progresso,30,normalized_key,0.8
GPE,Redwater,Redwater,30,normalized_key,0.8
GPE,Rolling Hills,Rolling Hills,30,normalized_key,0.8
GPE,Seattle,Seattle,30,normalized_key,0.8
GPE,South Ann Street,South Ann Street,30,normalized_key,0.8
GPE,South Park,South Park,30,normalized_key,0.8
GPE,the City of Bay City,the City of Bay City:,30,normalized_key,0.8
GPE,The City of La Grulla,The City of La Grulla,30,normalized_key,0.8
GPE,the City of La Villa,The City of La Villa,30,normalized_key,0.8
GPE,the City of Navasota,the City of Navasota,30,normalized_key,0.8
GPE,Tiberia,Tiberia,30,normalized_key,0.8
GPE,Wallisville,Wallisville,30,normalized_key,0.8
GPE,West Heard Street,West Heard Street,30,normalized_key,0.8
GPE,West Johnston Avenue,West Johnston Avenue,30,normalized_key,0.8
GPE,West Moss Street,West Moss Street,30,normalized_key,0.8
GPE,West Oak Street,West Oak Street,30,normalized_key,0.8
GPE,West Patterson Street,West Patterson Street,30,normalized_key,0.8
GPE,West St. Charles Street,West St. Charles Street,30,normalized_key,0.8
GPE,West Valley Street,West Valley Street,30,normalized_key,0.8
GPE,Westbury Rd,Westbury Rd,30,normalized_key,0.8
GPE,Weston,Weston,30,normalized_key,0.8
GPE,Williamson County,Williamson County,30,normalized_key,0.8
GPE,Willis Rd,Willis Rd,30,normalized_key,0.8
GPE,Wilson County,Wilson County,30,normalized_key,0.8
GPE,the City of Dawson,the City of Dawson,30,normalized_key,0.8
GPE,the City of Penitas,the City of Penitas,30,normalized_key,0.8
GPE,y_F&D,y_F&D,30,normalized_key,0.8
TX_COUNTY,Dallas County,Dallas County,30,normalized_key,0.8
TX_COUNTY,Matagorda County,Matagorda county,30,normalized_key,0.8
ORG,County Forces,County Forces,29,normalized_key,0.8
ORG,DD#7 Drainage Channel - DD#7 - Easement North of Twin City Hwy and,DD#7 Drainage Channel - DD#7 - Easement North of Twin City Hwy and,29,normalized_key,0.8
ORG,HGAC-GLO#13-151-000-7243,HGAC-GLO#13-151-000-7243,29,normalized_key,0.8
ORG,Kountze Fire Department,Kountze Fire Department,29,normalized_key,0.8
ORG,Lakeside Drive FEMA,Lakeside Drive FEMA,29,normalized_key,0.8
ORG,Riverside Volunteer Fire Department,Riverside Volunteer Fire Department,29,normalized_key,0.8
ORG,Saratoga Fire Department,Saratoga Fire Department,29,normalized_key,0.8
ORG,The City of Escobares,The City of Escobares,29,normalized_key,0.8
ORG,UNIVERSITY OF TEXAS MEDICAL BRANCH,UNIVERSITY OF TEXAS MEDICAL BRANCH,29,normalized_key,0.8
ORG,the Jacinto City Wastewater Treatment Plant,the Jacinto City Wastewater Treatment Plant,29,normalized_key,0.8
GPE,Brazil,Brazil,29,normalized_key,0.8
GPE,Brazos Street,Brazos Street,29,normalized_key,0.8
GPE,Bremond,Bremond,29,normalized_key,0.8
GPE,Buffalo St.,Buffalo St.,29,normalized_key,0.8
GPE,Calvert,Calvert,29,normalized_key,0.8
GPE,Chester Street,Chester Street,29,normalized_key,0.8
GPE,East Lamar Street,East Lamar Street,29,normalized_key,0.8
GPE,East Waring Street,East Waring Street,29,normalized_key,0.8
GPE,Egan,Egan,29,normalized_key,0.8
GPE,Goodrich,Goodrich,29,normalized_key,0.8
GPE,Hogg Street,Hogg Street,29,normalized_key,0.8
GPE,Improvements City,Improvements City,29,normalized_key,0.8
GPE,Lamar St.,Lamar St.,29,normalized_key,0.8
GPE,Louisiana,Louisiana,29,normalized_key,0.8
GPE,Nance,Nance,29,normalized_key,0.8
GPE,Palestine,Palestine,29,normalized_key,0.8
GPE,South End,South End,29,normalized_key,0.8
GPE,South Judson,South Judson,29,normalized_key,0.8
GPE,South Oak Street,South Oak Street,29,normalized_key,0.8
GPE,St. Mary Road,St. Mary Road,29,normalized_key,0.8
GPE,St.Elmo,St.Elmo,29,normalized_key,0.8
GPE,the City of Charlotte,the City of Charlotte,29,normalized_key,0.8
GPE,the City of Port Neches,The City of Port Neches,29,normalized_key,0.8
GPE,the City of San Perlita,the City of San Perlita,29,normalized_key,0.8
GPE,West Galveston Street,West Galveston Street,29,normalized_key,0.8
GPE,West Hardy Street Road,West Hardy Street Road,29,normalized_key,0.8
GPE,West Refugio Street,West Refugio Street,29,normalized_key,0.8
GPE,Western Avenue,Western Avenue,29,normalized_key,0.8
GPE,Zube Park,Zube Park,29,normalized_key,0.8
GPE,the City of Hattettsville,the City of Hattettsville,29,normalized_key,0.8
GPE,the City of Livingston,the City of Livingston,29,normalized_key,0.8
GPE,the State of,the State of,29,normalized_key,0.8
TX_COUNTY,County of Victoria,County of Victoria,29,normalized_key,0.8
ORG,Big Sandy Independent School District,Big Sandy Independent School District,28,normalized_key,0.8
ORG,Council of Government Counties Served &,Council of Government Counties Served &,28,normalized_key,0.8
ORG,HGAC-GLO#10-5051-000-5027,HGAC-GLO#10-5051-000-5027,28,normalized_key,0.8
ORG,Memorial City Hospital,Memorial City Hospital,28,normalized_key,0.8
ORG,South Plains Association of Governments,South Plains Association of Governments,28,normalized_key,0.8
ORG,the Big County Line Lift Station,the Big County Line Lift Station,28,normalized_key,0.8
GPE,19th Street,19th Street,28,normalized_key,0.8
GPE,20th Street,20th Street,28,normalized_key,0.8
GPE,Antioch,Antioch,28,normalized_key,0.8
GPE,Briarcrest Drive,Briarcrest Drive,28,normalized_key,0.8
GPE,Bryan,Bryan,28,normalized_key,0.8
GPE,Carlton Road,Carlton Road,28,normalized_key,0.8
GPE,Cherokee,Cherokee,28,normalized_key,0.8
GPE,East Holdiness,East Holdiness,28,normalized_key,0.8
GPE,East Side South,East Side South,28,normalized_key,0.8
GPE,Galveston - Texas,Galveston Texas,28,normalized_key,0.8
GPE,Green Branch,Green Branch,28,normalized_key,0.8
GPE,Lafayette,Lafayette,28,normalized_key,0.8
GPE,Line,Line,28,normalized_key,0.8
GPE,McDade,McDade,28,normalized_key,0.8
GPE,Memorial Boulevard,Memorial Boulevard,28,normalized_key,0.8
GPE,Nichols Street,Nichols Street,28,normalized_key,0.8
GPE,Oak Ridge Drive,Oak Ridge Drive,28,normalized_key,0.8
GPE,Palmetto,Palmetto,28,normalized_key,0.8
GPE,Saint Mary Street,Saint Mary Street,28,normalized_key,0.8
GPE,Sarita,Sarita,28,normalized_key,0.8
GPE,Somerville,Somerville,28,normalized_key,0.8
GPE,South Byrd,South Byrd,28,normalized_key,0.8
GPE,South Fifth Street,South Fifth Street,28,normalized_key,0.8
GPE,South ROW,South ROW,28,normalized_key,0.8
GPE,South Street - Intersection of South Street,South Street - Intersection of South Street,28,normalized_key,0.8
GPE,South Texas,South Texas,28,normalized_key,0.8
GPE,St. Mary’s Street,St. Mary’s Street,28,normalized_key,0.8
GPE,the City of Bevil Oaks,the City of Bevil Oaks,28,normalized_key,0.8
GPE,The City of Creedmoor,The City of Creedmoor,28,normalized_key,0.8
GPE,the City of Eagle Lake,the City of Eagle Lake,28,normalized_key,0.8
GPE,The City of Edcouch,The City of Edcouch,28,normalized_key,0.8
GPE,the City of Ganado,The City of Ganado,28,normalized_key,0.8
GPE,the City of Navasota,The City of Navasota,28,normalized_key,0.8
GPE,the City of Shoreacres,the City of Shoreacres,28,normalized_key,0.8
GPE,West Lewis Street,West Lewis Street,28,normalized_key,0.8
GPE,West Milam Street,West Milam Street,28,normalized_key,0.8
GPE,West School Street,West School Street,28,normalized_key,0.8
GPE,Woodland,Woodland,28,normalized_key,0.8
GPE,the City of Groves at Taft,the City of Groves at Taft,28,normalized_key,0.8
GPE,the City of Raymondville 11th Street,the City of Raymondville 11th Street,28,normalized_key,0.8
ORG,"600,000.00 State Agency","600,000.00 State Agency",27,normalized_key,0.8
ORG,East Texas Council of Government Counties Served &,East Texas Council of Government Counties Served &,27,normalized_key,0.8
ORG,HGAC-GLO#10-5045-000-5021,HGAC-GLO#10-5045-000-5021,27,normalized_key,0.8
ORG,Sewer Facilities City of,Sewer Facilities City of,27,normalized_key,0.8
ORG,Texas GLO,the Texas GLO,27,seed,0.99
ORG,the Office of the Governor,the Office of the Governor,27,normalized_key,0.8
GPE,City,The City,27,normalized_key,0.8
GPE,County Rd.,County Rd.,27,normalized_key,0.8
GPE,Drainage City,Drainage City,27,normalized_key,0.8
GPE,Drainage City of Eastland,Drainage City of Eastland,27,normalized_key,0.8
GPE,Dryden,Dryden,27,normalized_key,0.8
GPE,East Bolivar Street,East Bolivar Street,27,normalized_key,0.8
GPE,East RR Street,East RR Street,27,normalized_key,0.8
GPE,Enchanted Oaks Street,Enchanted Oaks Street,27,normalized_key,0.8
GPE,Flatonia,Flatonia,27,normalized_key,0.8
GPE,Improvement City of,Improvement City of,27,normalized_key,0.8
GPE,Kaohikaipu,Kaohikaipu,27,normalized_key,0.8
