subject_type,subject_text,object_type,object_text,relation,context_window,weight
ORG,Public Improvement,TX_COUNTY,Walker County,cooccurs,sentence,40
ORG,HUD,DISASTER,Ike,cooccurs,sentence,40
ORG,Public Facilities,TX_COUNTY,Houston County,cooccurs,sentence,39
ORG,Public Improvement,TX_COUNTY,Refugio County,cooccurs,sentence,39
ORG,Project Title,DISASTER,Hurricane Harvey,cooccurs,sentence,39
ORG,FEMA,TX_COUNTY,Hays County,cooccurs,sentence,38
ORG,FEMA,TX_COUNTY,Colorado County,cooccurs,sentence,38
ORG,Completed Activity Description,TX_COUNTY,Cameron County,cooccurs,sentence,38
ORG,WWTP,TX_COUNTY,Galveston County,cooccurs,sentence,38
ORG,Clearance and Demolition,TX_COUNTY,Galveston County,cooccurs,sentence,38
ORG,Public Improvement,TX_COUNTY,Bastrop County,cooccurs,sentence,38
DISASTER,Ike,TX_COUNTY,Gonzales County,cooccurs,sentence,38
ORG,CDBG-MIT,DISASTER,Hurricane Harvey,cooccurs,sentence,38
ORG,Public Facilities,TX_COUNTY,Cameron County,cooccurs,sentence,37
ORG,Direct Benefit,TX_COUNTY,Liberty County,cooccurs,sentence,37
ORG,DRS,TX_COUNTY,Montgomery County,cooccurs,sentence,37
ORG,GLO,DISASTER,Harvey,cooccurs,sentence,37
ORG,FEMA,TX_COUNTY,Anderson County,cooccurs,sentence,36
ORG,Affordable Rental Housing Under Way Activity Description,TX_COUNTY,County Of Galveston County,cooccurs,sentence,36
ORG,SETRPC,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,36
ORG,Public Facilities,TX_COUNTY,Willacy County,cooccurs,sentence,36
ORG,UN,TX_COUNTY,Anderson County,cooccurs,sentence,36
DISASTER,Hurricane Ike,TX_COUNTY,Fort Bend County,cooccurs,sentence,36
ORG,Texas GLO,PROGRAM,Economic Revitalization Program,cooccurs,sentence,36
DISASTER,Ike,TX_COUNTY,Jefferson County,cooccurs,sentence,36
ORG,State Agency,PROGRAM,Homeowner Reimbursement Program,cooccurs,sentence,36
ORG,Sewer Facilities,TX_COUNTY,Montgomery County,cooccurs,sentence,36
PROGRAM,Homeowner Assistance Program,TX_COUNTY,Hidalgo County,cooccurs,sentence,36
ORG,ADA,TX_COUNTY,Galveston County,cooccurs,sentence,35
ORG,Affordable Rental Housing Under Way Activity Description,TX_COUNTY,County Of Liberty County,cooccurs,sentence,35
ORG,Public Facilities,TX_COUNTY,Leon County,cooccurs,sentence,35
ORG,Texas Department of Housing and Community Affairs,TX_COUNTY,Montgomery County,cooccurs,sentence,35
DISASTER,Ike,TX_COUNTY,Newton County,cooccurs,sentence,35
ORG,ADA,TX_COUNTY,CALHOUN COUNTY,cooccurs,sentence,35
ORG,MIT - Public Facilities,TX_COUNTY,Bastrop County,cooccurs,sentence,34
ORG,FEMA,TX_COUNTY,Willacy County,cooccurs,sentence,34
ORG,Area Benefit (Survey,TX_COUNTY,Jefferson County,cooccurs,sentence,34
ORG,Completed Activity Description,TX_COUNTY,Leon County,cooccurs,sentence,34
ORG,Houston-Galveston Area Council,DISASTER,Hurricane Ike,cooccurs,sentence,34
ORG,Urgent Need,TX_COUNTY,Sabine County,cooccurs,sentence,34
DISASTER,Ike,TX_COUNTY,Tyler County,cooccurs,sentence,34
DISASTER,Ike,TX_COUNTY,San Jacinto County,cooccurs,sentence,34
ORG,MIT - Public Facilities,TX_COUNTY,Jasper County,cooccurs,sentence,33
ORG,GLO,DISASTER,Rita,cooccurs,sentence,33
ORG,Post Office Street,DISASTER,Hurricane Ike,cooccurs,sentence,33
ORG,McNair Street,TX_COUNTY,Harris County,cooccurs,sentence,33
ORG,Public Facilities,TX_COUNTY,Nacogdoches County,cooccurs,sentence,33
ORG,UN,TX_COUNTY,Chambers County,cooccurs,sentence,33
PROGRAM,Local Infrastructure Program,TX_COUNTY,Walker County,cooccurs,sentence,33
PROGRAM,Local Infrastructure Program,TX_COUNTY,Victoria County,cooccurs,sentence,33
ORG,Texas GLO,DISASTER,Harvey,cooccurs,sentence,33
ORG,Restricted Balance,PROGRAM,Homeowner Reimbursement Program,cooccurs,sentence,33
ORG,Texas GLO,TX_COUNTY,Newton County,cooccurs,sentence,33
ORG,0.0 Total Projected,TX_COUNTY,San Augustine County,cooccurs,sentence,32
ORG,0.0 Total Projected,TX_COUNTY,Sabine County,cooccurs,sentence,32
ORG,FEMA,TX_COUNTY,Chambers County,cooccurs,sentence,32
ORG,FEMA,TX_COUNTY,CALHOUN COUNTY,cooccurs,sentence,32
ORG,RCP,TX_COUNTY,Hidalgo County,cooccurs,sentence,32
ORG,Direct Benefit,DISASTER,Hurricane Dolly,cooccurs,sentence,32
ORG,USGS National Land Cover Database,TX_COUNTY,Liberty County,cooccurs,sentence,32
ORG,Urgent Need,TX_COUNTY,San Augustine County,cooccurs,sentence,32
ORG,Affordable Rental Housing Under Way Activity Description,TX_COUNTY,Harris County,cooccurs,sentence,32
ORG,FEMA,TX_COUNTY,Milam County,cooccurs,sentence,32
DISASTER,Ike,TX_COUNTY,Fort Bend County,cooccurs,sentence,32
ORG,Properties 0,TX_COUNTY,Harris County,cooccurs,sentence,32
PROGRAM,Homeowner Assistance Program,TX_COUNTY,Fort Bend County,cooccurs,sentence,32
ORG,Improvements-Non Covered,TX_COUNTY,Jasper County,cooccurs,sentence,31
ORG,Salary Allocations Activity Progress Narrative,TX_COUNTY,Galveston County,cooccurs,sentence,31
ORG,Area Benefit (Survey,TX_COUNTY,Polk County,cooccurs,sentence,31
ORG,Completed Activity Description,TX_COUNTY,Walker County,cooccurs,sentence,31
ORG,Hot Mix Asphalt Concrete,TX_COUNTY,Brazoria County,cooccurs,sentence,31
ORG,HUD,TX_COUNTY,Galveston County,cooccurs,sentence,31
ORG,Public Facilities,TX_COUNTY,Cherokee County,cooccurs,sentence,31
ORG,DRS,TX_COUNTY,Houston County,cooccurs,sentence,31
ORG,Lift Station,DISASTER,Hurricane Ike,cooccurs,sentence,31
ORG,HMAC,TX_COUNTY,Matagorda County,cooccurs,sentence,31
ORG,Local Government,TX_COUNTY,Waller County,cooccurs,sentence,31
ORG,Public Improvement,TX_COUNTY,Victoria County,cooccurs,sentence,31
ORG,FEMA,TX_COUNTY,Lee County,cooccurs,sentence,30
ORG,MIT - Public Facilities,TX_COUNTY,Hidalgo County,cooccurs,sentence,30
ORG,FEMA,TX_COUNTY,Nueces County,cooccurs,sentence,30
ORG,Houston-Galveston Area Council,TX_COUNTY,Austin County,cooccurs,sentence,30
ORG,Houston-Galveston Area Council,TX_COUNTY,Walker County,cooccurs,sentence,30
ORG,FEMA,TX_COUNTY,Wichita County,cooccurs,sentence,30
ORG,FEMA,TX_COUNTY,Newton County,cooccurs,sentence,30
ORG,Houston-Galveston Area Council,TX_COUNTY,Liberty County,cooccurs,sentence,30
ORG,Area Benefit (Census,TX_COUNTY,Trinity County,cooccurs,sentence,30
ORG,Completed Activity Description,DISASTER,Hurricane Dolly,cooccurs,sentence,30
ORG,Public Facilities,TX_COUNTY,Sabine County,cooccurs,sentence,30
ORG,State Highway,TX_COUNTY,Cameron County,cooccurs,sentence,30
ORG,Area Benefit (Survey,TX_COUNTY,Montgomery County,cooccurs,sentence,30
ORG,State Highway,DISASTER,Hurricane Ike,cooccurs,sentence,30
DISASTER,Hurricane Ike,TX_COUNTY,Matagorda County,cooccurs,sentence,30
DISASTER,Hurricane Ike,TX_COUNTY,Brazoria County,cooccurs,sentence,30
ORG,Direct Benefit,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,30
ORG,HUD,TX_COUNTY,Bastrop County,cooccurs,sentence,30
ORG,County Total Projected Budget,PROGRAM,Affordable Rental Program,cooccurs,sentence,30
DISASTER,Hurricane Harvey,TX_COUNTY,Lee County,cooccurs,sentence,30
DISASTER,Ike,TX_COUNTY,San Patricio County,cooccurs,sentence,30
ORG,TX,TX_COUNTY,San Patricio County,cooccurs,sentence,30
ORG,COCC,TX_COUNTY,Harris County,cooccurs,sentence,30
ORG,Restricted Balance,TX_COUNTY,Newton County,cooccurs,sentence,30
ORG,COCC,TX_COUNTY,Brazoria County,cooccurs,sentence,30
ORG,GLO,PROGRAM,Affordable Rental Program,cooccurs,sentence,30
ORG,Countywide &,TX_COUNTY,Chambers County,cooccurs,sentence,29
ORG,Public Facilities,TX_COUNTY,Robertson County,cooccurs,sentence,29
ORG,USGS National Land Cover Database,TX_COUNTY,Willacy County,cooccurs,sentence,29
ORG,Urgent Need,TX_COUNTY,Nueces County,cooccurs,sentence,29
DISASTER,Hurricane Ike,TX_COUNTY,Hardin County,cooccurs,sentence,29
ORG,Public Improvement,TX_COUNTY,Milam County,cooccurs,sentence,29
ORG,Public Improvement,TX_COUNTY,Austin County,cooccurs,sentence,29
ORG,Local Government,TX_COUNTY,Refugio County,cooccurs,sentence,29
ORG,Local Government,TX_COUNTY,Gonzales County,cooccurs,sentence,29
PROGRAM,Homeowner Assistance Program,TX_COUNTY,Brazoria County,cooccurs,sentence,29
ORG,COCC,TX_COUNTY,Willacy County,cooccurs,sentence,29
ORG,Sewer Lines,TX_COUNTY,Polk County,cooccurs,sentence,28
ORG,HUD,TX_COUNTY,Waller County,cooccurs,sentence,28
ORG,FEMA,TX_COUNTY,San Jacinto County,cooccurs,sentence,28
ORG,FEMA,TX_COUNTY,Polk County,cooccurs,sentence,28
ORG,Improvements- Non Covered Projects Texas General Land Office,TX_COUNTY,San Augustine County,cooccurs,sentence,28
ORG,FEMA,TX_COUNTY,Goliad County,cooccurs,sentence,28
ORG,FEMA,TX_COUNTY,Marion County,cooccurs,sentence,28
ORG,HGAC,TX_COUNTY,Galveston County,cooccurs,sentence,28
ORG,GLO,TX_COUNTY,County Of Harris County,cooccurs,sentence,28
ORG,Public Facilities,TX_COUNTY,Waller County,cooccurs,sentence,28
PROGRAM,Local Infrastructure Program,TX_COUNTY,Tyler County,cooccurs,sentence,28
ORG,Local Government,TX_COUNTY,Walker County,cooccurs,sentence,28
ORG,HUD,TX_COUNTY,Fort Bend County,cooccurs,sentence,28
ORG,GLO,TX_COUNTY,Montgomery County,cooccurs,sentence,28
PROGRAM,Homeowner Assistance Program,TX_COUNTY,Willacy County,cooccurs,sentence,28
ORG,COCC,TX_COUNTY,Galveston County,cooccurs,sentence,27
ORG,Project Number,DISASTER,Ike,cooccurs,sentence,27
ORG,Completed Activity Actual End Date,TX_COUNTY,Galveston County,cooccurs,sentence,27
ORG,Hot Mix Asphaltic Concrete,TX_COUNTY,Orange County,cooccurs,sentence,27
ORG,DRS,TX_COUNTY,Cameron County,cooccurs,sentence,27
ORG,La Porte,DISASTER,Hurricane Ike,cooccurs,sentence,27
ORG,Urgent Need,TX_COUNTY,Jasper County,cooccurs,sentence,27
ORG,Total Funds,PROGRAM,Local Infrastructure Program,cooccurs,sentence,27
DISASTER,Ike,TX_COUNTY,Grimes County,cooccurs,sentence,27
ORG,ADA,TX_COUNTY,Goliad County,cooccurs,sentence,27
PROGRAM,Homeowner Reimbursement Program,DISASTER,Hurricane Harvey,cooccurs,sentence,27
ORG,FEMA,TX_COUNTY,Gonzales County,cooccurs,sentence,26
ORG,FEMA,TX_COUNTY,Sabine County,cooccurs,sentence,26
ORG,FEMA,TX_COUNTY,Houston County,cooccurs,sentence,26
ORG,FEMA,TX_COUNTY,Coryell County,cooccurs,sentence,26
DISASTER,Hurricane Rita,TX_COUNTY,Harris County,cooccurs,sentence,26
ORG,Date Total Projected Budget,TX_COUNTY,Willacy County,cooccurs,sentence,26
ORG,Date Total Projected Budget,TX_COUNTY,Brazoria County,cooccurs,sentence,26
ORG,NON-HOUSING Projected End Date,TX_COUNTY,Galveston County,cooccurs,sentence,26
ORG,Project Number,TX_COUNTY,Galveston County,cooccurs,sentence,26
ORG,Completed Activity Actual End Date,TX_COUNTY,Harris County,cooccurs,sentence,26
ORG,North Country Club Drive,TX_COUNTY,Harris County,cooccurs,sentence,26
ORG,South Country Club Drive,TX_COUNTY,Harris County,cooccurs,sentence,26
ORG,Shoreacres Boulevard,TX_COUNTY,Harris County,cooccurs,sentence,26
ORG,Completed Activity Description,TX_COUNTY,Burleson County,cooccurs,sentence,26
ORG,Public Facilities,DISASTER,Ike,cooccurs,sentence,26
ORG,Countywide &,TX_COUNTY,Cameron County,cooccurs,sentence,26
PROGRAM,Local Infrastructure Program,TX_COUNTY,Austin County,cooccurs,sentence,26
ORG,Texas GLO,DISASTER,Hurricane Harvey,cooccurs,sentence,26
ORG,Flood and Drainage Facilities,TX_COUNTY,Grimes County,cooccurs,sentence,26
ORG,Flood and Drainage Facilities,TX_COUNTY,Milam County,cooccurs,sentence,26
ORG,Improvements- Non Covered Projects Texas General Land Office,TX_COUNTY,Sabine County,cooccurs,sentence,25
DISASTER,Hurricane Rita,TX_COUNTY,Newton County,cooccurs,sentence,25
ORG,Completed Activity Description,TX_COUNTY,Nacogdoches County,cooccurs,sentence,25
ORG,Street Improvement,TX_COUNTY,Liberty County,cooccurs,sentence,25
ORG,County Road,TX_COUNTY,Liberty County,cooccurs,sentence,25
ORG,Public Facilities,TX_COUNTY,San Jacinto County,cooccurs,sentence,25
ORG,Urgent Need,TX_COUNTY,Nacogdoches County,cooccurs,sentence,25
ORG,Area Benefit (Survey,TX_COUNTY,Milam County,cooccurs,sentence,25
ORG,Texas Department of Housing and Community Affairs,TX_COUNTY,Willacy County,cooccurs,sentence,25
ORG,Water Plant,DISASTER,Hurricane Dolly,cooccurs,sentence,25
ORG,Direct Benefit,TX_COUNTY,Harris County,cooccurs,sentence,25
PROGRAM,Local Infrastructure Program,TX_COUNTY,Jefferson County,cooccurs,sentence,25
ORG,Texas GLO,TX_COUNTY,Grimes County,cooccurs,sentence,25
ORG,FEMA,TX_COUNTY,Walker County,cooccurs,sentence,25
ORG,State Agency,TX_COUNTY,Harris County,cooccurs,sentence,25
ORG,Sewer Lines,TX_COUNTY,Tyler County,cooccurs,sentence,24
ORG,FEMA,TX_COUNTY,Galveston County,cooccurs,sentence,24
ORG,FEMA,TX_COUNTY,Travis County,cooccurs,sentence,24
ORG,Sewer Lines,TX_COUNTY,Newton County,cooccurs,sentence,24
DISASTER,Rita,FEMA_DECLARATION,1606,cooccurs,sentence,24
ORG,Area Benefit (Survey,TX_COUNTY,Grimes County,cooccurs,sentence,24
ORG,Completed Activity Actual End Date,DISASTER,Ike,cooccurs,sentence,24
ORG,ADA,TX_COUNTY,Chambers County,cooccurs,sentence,24
ORG,Area Benefit (Survey,TX_COUNTY,Burleson County,cooccurs,sentence,24
ORG,Hot Mix Asphaltic Concrete,TX_COUNTY,Matagorda County,cooccurs,sentence,24
ORG,Completed Activity Description,TX_COUNTY,Grimes County,cooccurs,sentence,24
ORG,Public Facilities,TX_COUNTY,County Of Galveston County,cooccurs,sentence,24
ORG,Texas Activity Progress Narrative,TX_COUNTY,Chambers County,cooccurs,sentence,24
ORG,Texas Activity Progress Narrative,TX_COUNTY,Montgomery County,cooccurs,sentence,24
ORG,Public Facilities,TX_COUNTY,Washington County,cooccurs,sentence,24
ORG,Countywide &,TX_COUNTY,Liberty County,cooccurs,sentence,24
ORG,Date 01/01/2010 Area Benefit (Survey,TX_COUNTY,Washington County,cooccurs,sentence,24
ORG,DRS,TX_COUNTY,Upshur County,cooccurs,sentence,24
ORG,Completed Activity Description,TX_COUNTY,Galveston County,cooccurs,sentence,24
ORG,Local Government,TX_COUNTY,Polk County,cooccurs,sentence,24
ORG,AMI,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,24
ORG,Buyout Program,DISASTER,Hurricane Harvey,cooccurs,sentence,24
ORG,Local Government,TX_COUNTY,Hidalgo County,cooccurs,sentence,24
ORG,GLO,TX_COUNTY,Hays County,cooccurs,sentence,24
ORG,0.0 Total Projected,TX_COUNTY,Matagorda County,cooccurs,sentence,23
ORG,Sewer Facilities,DISASTER,Harvey,cooccurs,sentence,23
ORG,Salary Allocations Activity Progress Narrative,TX_COUNTY,Newton County,cooccurs,sentence,23
DISASTER,Hurricane Ike,TX_COUNTY,Grimes County,cooccurs,sentence,23
ORG,newacct04112013 Program Income Account,TX_COUNTY,Waller County,cooccurs,sentence,23
ORG,Completed Activity Description,TX_COUNTY,Houston County,cooccurs,sentence,23
ORG,GLO,TX_COUNTY,Willacy County,cooccurs,sentence,23
ORG,Area Benefit (Survey,TX_COUNTY,San Patricio County,cooccurs,sentence,23
ORG,Area Benefit (Census,TX_COUNTY,Hidalgo County,cooccurs,sentence,23
ORG,Area Benefit (Survey,TX_COUNTY,Fort Bend County,cooccurs,sentence,23
ORG,UN,TX_COUNTY,Grimes County,cooccurs,sentence,23
ORG,DRS,TX_COUNTY,Orange County,cooccurs,sentence,23
ORG,HUD,TX_COUNTY,Newton County,cooccurs,sentence,23
ORG,Public Improvement,TX_COUNTY,Fort Bend County,cooccurs,sentence,23
ORG,Local Government,TX_COUNTY,Bastrop County,cooccurs,sentence,23
PROGRAM,Homeowner Assistance Program,DISASTER,Ike,cooccurs,sentence,23
PROGRAM,Local Infrastructure Program,TX_COUNTY,Harris County,cooccurs,sentence,23
DISASTER,Ike,TX_COUNTY,Willacy County,cooccurs,sentence,23
ORG,Drainage Facilities,TX_COUNTY,Grimes County,cooccurs,sentence,23
ORG,Street Improvement,TX_COUNTY,Newton County,cooccurs,sentence,23
ORG,Total Funds,DISASTER,Hurricane Harvey,cooccurs,sentence,22
ORG,Improvements-Non Covered,TX_COUNTY,Sabine County,cooccurs,sentence,22
ORG,FEMA,TX_COUNTY,Cooke County,cooccurs,sentence,22
ORG,FEMA,TX_COUNTY,Lavaca County,cooccurs,sentence,22
ORG,MIT - Public Facilities,TX_COUNTY,Newton County,cooccurs,sentence,22
ORG,Sewer Lines,TX_COUNTY,San Augustine County,cooccurs,sentence,22
PROGRAM,Homeowner Assistance Program,DISASTER,Rita,cooccurs,sentence,22
ORG,Area Benefit (Survey,TX_COUNTY,Sabine County,cooccurs,sentence,22
ORG,Date Total Projected Budget,TX_COUNTY,Newton County,cooccurs,sentence,22
ORG,Date Total Projected Budget,TX_COUNTY,Chambers County,cooccurs,sentence,22
ORG,GLO,TX_COUNTY,Chambers County,cooccurs,sentence,22
DISASTER,Hurricane Dolly,TX_COUNTY,Hidalgo County,cooccurs,sentence,22
ORG,DRS,TX_COUNTY,Brazoria County,cooccurs,sentence,22
ORG,KRW,TX_COUNTY,Harris County,cooccurs,sentence,22
ORG,Affordable Rental Housing,TX_COUNTY,Harris County,cooccurs,sentence,22
ORG,Area Benefit (Census,PROGRAM,Local Infrastructure Program,cooccurs,sentence,22
PROGRAM,Local Infrastructure Program,TX_COUNTY,Bastrop County,cooccurs,sentence,22
ORG,Urgent Need,TX_COUNTY,Tyler County,cooccurs,sentence,22
ORG,Flood and Drainage Facilities,DISASTER,Ike,cooccurs,sentence,22
ORG,ADA,TX_COUNTY,Refugio County,cooccurs,sentence,22
ORG,UN,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,22
ORG,Completed Activity Description,TX_COUNTY,Harris County,cooccurs,sentence,22
ORG,Improvements-Non Covered,TX_COUNTY,Tyler County,cooccurs,sentence,21
ORG,Improvements-Non Covered,TX_COUNTY,Austin County,cooccurs,sentence,21
ORG,MIT - Public Facilities,TX_COUNTY,Austin County,cooccurs,sentence,21
ORG,Completed Activity Description,TX_COUNTY,Jefferson County,cooccurs,sentence,21
ORG,Completed Activity Description,TX_COUNTY,Waller County,cooccurs,sentence,21
ORG,Affordable Rental Housing Under Way Activity Description,TX_COUNTY,Liberty County,cooccurs,sentence,21
ORG,Area Benefit (Survey,TX_COUNTY,San Jacinto County,cooccurs,sentence,21
ORG,Public Facilities,TX_COUNTY,Jim Wells County,cooccurs,sentence,21
ORG,Public Facilities,TX_COUNTY,Fort Bend County,cooccurs,sentence,21
ORG,Non-Match Funds,TX_COUNTY,Bastrop County,cooccurs,sentence,21
ORG,Drainage Facilities,TX_COUNTY,Milam County,cooccurs,sentence,21
DISASTER,Ike,TX_COUNTY,Matagorda County,cooccurs,sentence,21
PROGRAM,Economic Revitalization Program,TX_COUNTY,Harris County,cooccurs,sentence,21
ORG,Texas GLO,TX_COUNTY,Coryell County,cooccurs,sentence,20
ORG,Non-Match Funds,TX_COUNTY,Walker County,cooccurs,sentence,20
ORG,Non-Match Funds,TX_COUNTY,Newton County,cooccurs,sentence,20
ORG,Non-Match Funds,TX_COUNTY,Coryell County,cooccurs,sentence,20
ORG,Improvements-Non Covered,TX_COUNTY,San Augustine County,cooccurs,sentence,20
DISASTER,Hurricane Harvey,TX_COUNTY,San Patricio County,cooccurs,sentence,20
ORG,MIT - Public Facilities,TX_COUNTY,Gonzales County,cooccurs,sentence,20
ORG,FEMA,TX_COUNTY,Dallas County,cooccurs,sentence,20
ORG,MIT - Public Facilities,TX_COUNTY,Dewitt County,cooccurs,sentence,20
ORG,NCP,TX_COUNTY,Bastrop County,cooccurs,sentence,20
ORG,MIT - Public Facilities,TX_COUNTY,Kleberg County,cooccurs,sentence,20
ORG,TDEM,TX_COUNTY,Bee County,cooccurs,sentence,20
ORG,GLO,TX_COUNTY,Bee County,cooccurs,sentence,20
ORG,HMP,TX_COUNTY,Bee County,cooccurs,sentence,20
ORG,Texas Department of Housing and Community Affairs,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,20
DISASTER,Hurricane Rita,FEMA_DECLARATION,1606,cooccurs,sentence,20
ORG,NON-HOUSING Projected End Date,TX_COUNTY,Harris County,cooccurs,sentence,20
ORG,Project Number,TX_COUNTY,Cherokee County,cooccurs,sentence,20
ORG,NON-HOUSING Projected End Date,DISASTER,Ike,cooccurs,sentence,20
ORG,Fair Housing Planning,TX_COUNTY,Newton County,cooccurs,sentence,20
ORG,Fair Housing Planning,TX_COUNTY,Trinity County,cooccurs,sentence,20
ORG,Completed Activity Description,TX_COUNTY,Sabine County,cooccurs,sentence,20
ORG,UN,TX_COUNTY,Walker County,cooccurs,sentence,20
ORG,UN,TX_COUNTY,Victoria County,cooccurs,sentence,20
ORG,Area Benefit (Survey,TX_COUNTY,Upshur County,cooccurs,sentence,20
ORG,Area Benefit (Survey,TX_COUNTY,Rusk County,cooccurs,sentence,20
ORG,Area Benefit (Survey,TX_COUNTY,Panola County,cooccurs,sentence,20
ORG,UN,TX_COUNTY,Cameron County,cooccurs,sentence,20
ORG,UN,TX_COUNTY,Burleson County,cooccurs,sentence,20
ORG,UN,TX_COUNTY,Hardin County,cooccurs,sentence,20
ORG,DRS,TX_COUNTY,Cherokee County,cooccurs,sentence,20
PROGRAM,Local Infrastructure Program,TX_COUNTY,Gonzales County,cooccurs,sentence,20
PROGRAM,Local Infrastructure Program,TX_COUNTY,San Jacinto County,cooccurs,sentence,20
ORG,SI 0006 Construction,DISASTER,Ike,cooccurs,sentence,20
ORG,Public Improvement,TX_COUNTY,San Jacinto County,cooccurs,sentence,20
ORG,Public Improvement,TX_COUNTY,Tyler County,cooccurs,sentence,20
DISASTER,Ike,TX_COUNTY,Brazoria County,cooccurs,sentence,20
ORG,Flood and Drainage,TX_COUNTY,Harris County,cooccurs,sentence,20
ORG,TX,TX_COUNTY,Brazoria County,cooccurs,sentence,20
ORG,TX,TX_COUNTY,Milam County,cooccurs,sentence,20
ORG,Texas GLO,TX_COUNTY,Brazoria County,cooccurs,sentence,20
ORG,COCC,TX_COUNTY,Hidalgo County,cooccurs,sentence,20
ORG,Restricted Balance,TX_COUNTY,Walker County,cooccurs,sentence,19
ORG,Restricted Balance,TX_COUNTY,Coryell County,cooccurs,sentence,19
ORG,Restricted Balance,TX_COUNTY,Bastrop County,cooccurs,sentence,19
ORG,TDEM,TX_COUNTY,Hays County,cooccurs,sentence,19
ORG,HMP,TX_COUNTY,Hays County,cooccurs,sentence,19
ORG,TDEM,TX_COUNTY,Colorado County,cooccurs,sentence,19
ORG,GLO,TX_COUNTY,Colorado County,cooccurs,sentence,19
ORG,HMP,TX_COUNTY,Colorado County,cooccurs,sentence,19
ORG,Texas GLO,DISASTER,Hurricane Rita,cooccurs,sentence,19
ORG,Area Benefit (Survey,DISASTER,Hurricane Rita,cooccurs,sentence,19
ORG,Direct Benefit,TX_COUNTY,County Of Liberty County,cooccurs,sentence,19
ORG,Completed Activity Actual End Date,TX_COUNTY,Brazoria County,cooccurs,sentence,19
ORG,Date Total Projected Budget,TX_COUNTY,Liberty County,cooccurs,sentence,19
ORG,Affirmatively Further Fair Housing (AFFH,TX_COUNTY,Trinity County,cooccurs,sentence,19
ORG,Project Title,TX_COUNTY,Galveston County,cooccurs,sentence,19
ORG,Public Facilities,TX_COUNTY,Matagorda County,cooccurs,sentence,19
DISASTER,Hurricane Ike,TX_COUNTY,Montgomery County,cooccurs,sentence,19
ORG,UN,TX_COUNTY,Shelby County,cooccurs,sentence,19
DISASTER,Hurricane Ike,TX_COUNTY,Houston County,cooccurs,sentence,19
DISASTER,Hurricane Ike,TX_COUNTY,CALHOUN COUNTY,cooccurs,sentence,19
ORG,GLO,TX_COUNTY,Liberty County,cooccurs,sentence,19
PROGRAM,Local Infrastructure Program,TX_COUNTY,Jasper County,cooccurs,sentence,19
ORG,Texas GLO,TX_COUNTY,Tyler County,cooccurs,sentence,19
ORG,TX,TX_COUNTY,Wharton County,cooccurs,sentence,19
ORG,TX,TX_COUNTY,Matagorda County,cooccurs,sentence,19
ORG,Public Improvement,TX_COUNTY,Chambers County,cooccurs,sentence,19
ORG,Flood and Drainage,TX_COUNTY,Bastrop County,cooccurs,sentence,19
ORG,FEMA,TX_COUNTY,Montgomery County,cooccurs,sentence,19
ORG,COCC,TX_COUNTY,Bastrop County,cooccurs,sentence,18
ORG,FEMA,TX_COUNTY,San Augustine County,cooccurs,sentence,18
ORG,FEMA,TX_COUNTY,Fort Bend County,cooccurs,sentence,18
ORG,TDEM,TX_COUNTY,Anderson County,cooccurs,sentence,18
ORG,GLO,TX_COUNTY,Anderson County,cooccurs,sentence,18
ORG,HMP,TX_COUNTY,Anderson County,cooccurs,sentence,18
ORG,Public Improvement,TX_COUNTY,Hidalgo County,cooccurs,sentence,18
ORG,SETRPC,DISASTER,Rita,cooccurs,sentence,18
ORG,Direct Benefit,DISASTER,Rita,cooccurs,sentence,18
ORG,Restricted Balance,TX_COUNTY,Grimes County,cooccurs,sentence,18
DISASTER,Hurricane Ike,TX_COUNTY,Robertson County,cooccurs,sentence,18
DISASTER,Hurricane Ike,TX_COUNTY,Leon County,cooccurs,sentence,18
ORG,HUD,TX_COUNTY,Walker County,cooccurs,sentence,18
ORG,Project Number,TX_COUNTY,Houston County,cooccurs,sentence,18
ORG,Date 01/01/2010 Area Benefit (Survey,TX_COUNTY,Leon County,cooccurs,sentence,18
ORG,Area Benefit (Survey,TX_COUNTY,Jim Wells County,cooccurs,sentence,18
ORG,ADA,TX_COUNTY,Tyler County,cooccurs,sentence,18
ORG,ADA,TX_COUNTY,Nacogdoches County,cooccurs,sentence,18
ORG,Water Facilities,TX_COUNTY,Jasper County,cooccurs,sentence,18
ORG,Texas Activity Progress Narrative,TX_COUNTY,Hidalgo County,cooccurs,sentence,18
ORG,Public Facilities,TX_COUNTY,Harrison County,cooccurs,sentence,18
ORG,Council of Government,DISASTER,Hurricane Ike,cooccurs,sentence,18
ORG,Texas Department of Housing and Community Affairs,TX_COUNTY,Hidalgo County,cooccurs,sentence,18
ORG,Texas Department of Housing and Community Affairs,TX_COUNTY,Chambers County,cooccurs,sentence,18
DISASTER,Hurricane Ike,TX_COUNTY,Panola County,cooccurs,sentence,18
DISASTER,Hurricane Ike,TX_COUNTY,Newton County,cooccurs,sentence,18
DISASTER,Hurricane Ike,TX_COUNTY,Nacogdoches County,cooccurs,sentence,18
DISASTER,Hurricane Dolly,TX_COUNTY,Cameron County,cooccurs,sentence,18
