category,year,quarter,heading_text,section_count,total_lines,total_chars
Hurricane_Rita2,2013,4,Grant,1,2,26
Hurricane_Rita2,2013,4,Estimated PI/RL Funds,1,2,27
Hurricane_Rita2,2013,4,Document,1,2,72
Hurricane_Rita2,2013,4,Disasters,1,4,53
Hurricane_Rita2,2013,4,Disaster Damage,1,21,2621
Hurricane_Rita2,2013,4,Contract End Date,1,2,46
Hurricane_Rita2,2013,4,Award Date,1,2,21
Hurricane_Rita2,2013,4,Activity Locations,1,20,342
Hurricane_Ike,2014,1,Responsible Organization,1362,5482,120118
Hurricane_Ike,2014,1,Projected Start Date,1362,1362,28602
Hurricane_Ike,2014,1,Projected End Date,1362,1362,25878
Hurricane_Ike,2014,1,National Objective,1362,6808,137516
Hurricane_Ike,2014,1,Location Description,1362,7316,430231
Hurricane_Ike,2014,1,Completed Activity Actual End Date,1362,9532,148664
Hurricane_Ike,2014,1,Benefit Type,1362,19060,230105
Hurricane_Ike,2014,1,Activity Progress Narrative,1362,50131,859814
Hurricane_Ike,2014,1,Activity Description,1362,11613,1097515
Hurricane_Ike,2014,1,Activitiy Category,1362,14972,157238
Hurricane_Ike,2014,1,Program Income Account,435,10788,245049
Hurricane_Ike,2014,1,DREF,11,44,2188
Hurricane_Ike,2014,1,Activity Locations,9,515,6261
Hurricane_Ike,2014,1,No Other Funding Sources Found,7,64,1614
Hurricane_Ike,2014,1,Beneficiaries Performance Measures,5,192,2655
Hurricane_Ike,2014,1,>DREF,5,31,994
Hurricane_Ike,2014,1,Project # / Title,4,8,168
Hurricane_Ike,2014,1,Match Contributed,3,18,185
Hurricane_Ike,2014,1,HGAC,2,32,494
Hurricane_Ike,2014,1,CLOSED,2,2,12
Hurricane_Ike,2014,1,"The Infrastructure Team Has Focused On Several Key Areas, As Outlined Below",1,3,190
Hurricane_Ike,2014,1,Set Asides,1,11,1087
Hurricane_Ike,2014,1,Review By HUD,1,3,44
Hurricane_Ike,2014,1,Recovery Needs,1,2,21
Hurricane_Ike,2014,1,QPR Contact,1,1,12
Hurricane_Ike,2014,1,Planning,1,8,793
Hurricane_Ike,2014,1,Overall Progress Narrative,1,80,1810
Hurricane_Ike,2014,1,Obligation Date,1,2,26
Hurricane_Ike,2014,1,Locations,1,36,1705
Hurricane_Ike,2014,1,LOCCS Authorized Amount,1,2,41
Hurricane_Ike,2014,1,INFRASTRUCTURE ACTIVITIES,1,1,26
Hurricane_Ike,2014,1,IKE DOLLY (B-08-DI-48-0001),1,8,745
Hurricane_Ike,2014,1,HOUSING ACTIVITIES,1,13,1066
Hurricane_Ike,2014,1,Grantee Name,1,2,24
Hurricane_Ike,2014,1,Grantee,1,6,113
Hurricane_Ike,2014,1,Grant Status,1,8,161
Hurricane_Ike,2014,1,Grant,1,2,17
Hurricane_Ike,2014,1,Follows,1,1,8
Hurricane_Ike,2014,1,Fire Station #1 & #2,1,8,470
Hurricane_Ike,2014,1,Estimated PI/RL Funds,1,2,31
Hurricane_Ike,2014,1,Document,1,2,69
Hurricane_Ike,2014,1,Distinct Improvement Phases,1,12,864
Hurricane_Ike,2014,1,Disasters,1,32,458
Hurricane_Ike,2014,1,Disaster Damage,1,1,16
Hurricane_Ike,2014,1,Contract End Date,1,2,46
Hurricane_Ike,2014,1,"Construction Shall Take Place At The Following Locations In Hitchcock, TX",1,7,511
Hurricane_Ike,2014,1,Construction Shall Take Place At The Following Locations,1,18,650
Hurricane_Ike,2014,1,"Construction Shall Take Place At 10 Locations In Shelby County, TX",1,9,949
Hurricane_Ike,2014,1,"Construction Shall Take Place Along The Following Roadways In Shelby County, Texas",1,23,1165
Hurricane_Ike,2014,1,Code Enforcement,1,5,459
Hurricane_Ike,2014,1,City Of La Porte Water System,1,5,359
Hurricane_Ike,2014,1,CBCOG,1,17,397
Hurricane_Ike,2014,1,BVCOG,1,15,209
Hurricane_Ike,2014,1,Award Date,1,1,11
Hurricane_Ike,2014,1,Appurtenances At Each Of The Following Locations,1,13,1154
Hurricane_Ike,2014,1,And Associated Appurtenances. Construction Shall Take Place At The Following Locations,1,30,3177
Hurricane_Ike,2014,1,0001 / ADMINISTRATION,1,1,21
Hurricane_Rita1,2014,1,Responsible Organization,14,56,897
Hurricane_Rita1,2014,1,Projected Start Date,14,14,294
Hurricane_Rita1,2014,1,Projected End Date,14,14,266
Hurricane_Rita1,2014,1,National Objective,14,70,1414
Hurricane_Rita1,2014,1,Location Description,14,43,2990
Hurricane_Rita1,2014,1,Completed Activity Actual End Date,14,98,1477
Hurricane_Rita1,2014,1,Benefit Type,14,196,2752
Hurricane_Rita1,2014,1,Activity Progress Narrative,14,596,11164
Hurricane_Rita1,2014,1,Activity Description,14,85,7982
Hurricane_Rita1,2014,1,Activitiy Category,14,153,1504
Hurricane_Rita1,2014,1,Rita I (B-06-DG-48-0001),1,7,411
Hurricane_Rita1,2014,1,Review By HUD,1,3,41
Hurricane_Rita1,2014,1,Recovery Needs,1,10,1178
Hurricane_Rita1,2014,1,QPR Contact,1,1,12
Hurricane_Rita1,2014,1,Public Comment,1,2,21
Hurricane_Rita1,2014,1,Overall Progress Narrative,1,58,947
Hurricane_Rita1,2014,1,Obligation Date,1,2,26
Hurricane_Rita1,2014,1,LOCCS Authorized Amount,1,2,38
Hurricane_Rita1,2014,1,Grantee Name,1,2,33
Hurricane_Rita1,2014,1,Grantee,1,6,113
Hurricane_Rita1,2014,1,Grant Status,1,8,149
Hurricane_Rita1,2014,1,Grant,1,2,26
Hurricane_Rita1,2014,1,Estimated PI/RL Funds,1,2,27
Hurricane_Rita1,2014,1,Document,1,2,69
Hurricane_Rita1,2014,1,Disasters,1,31,380
Hurricane_Rita1,2014,1,Disaster Damage,1,4,401
Hurricane_Rita1,2014,1,Contract End Date,1,2,46
Hurricane_Rita1,2014,1,Award Date,1,2,21
Hurricane_Rita2,2014,1,Responsible Organization,23,92,1737
Hurricane_Rita2,2014,1,Projected Start Date,23,23,483
Hurricane_Rita2,2014,1,Projected End Date,23,23,437
Hurricane_Rita2,2014,1,National Objective,23,115,2323
Hurricane_Rita2,2014,1,Location Description,23,116,5993
Hurricane_Rita2,2014,1,Completed Activity Actual End Date,23,162,2631
Hurricane_Rita2,2014,1,Benefit Type,23,322,4042
Hurricane_Rita2,2014,1,Activity Progress Narrative,23,1068,17460
Hurricane_Rita2,2014,1,Activity Description,23,227,21464
Hurricane_Rita2,2014,1,Activitiy Category,23,253,2645
Hurricane_Rita2,2014,1,"· Additionally, Most Homes/sites May Require",3,54,2280
Hurricane_Rita2,2014,1,Transferred To HAP As Follows,3,55,4266
Hurricane_Rita2,2014,1,"Following Increases, As Applicable",3,3,105
Hurricane_Rita2,2014,1,Cost Of Building The Home,3,18,795
Hurricane_Rita2,2014,1,Activity Locations,2,60,924
Hurricane_Rita2,2014,1,Review By HUD,1,3,42
Hurricane_Rita2,2014,1,Recovery Needs,1,18,2207
Hurricane_Rita2,2014,1,QPR Contact,1,1,12
Hurricane_Rita2,2014,1,Public Comment,1,10,351
Hurricane_Rita2,2014,1,Project Summary,1,47,636
Hurricane_Rita2,2014,1,Overall Progress Narrative,1,29,1172
Hurricane_Rita2,2014,1,Obligation Date,1,2,26
Hurricane_Rita2,2014,1,No Other Funding Sources Found,1,8,186
Hurricane_Rita2,2014,1,LOCCS Authorized Amount,1,2,39
Hurricane_Rita2,2014,1,Grantee Name,1,2,33
Hurricane_Rita2,2014,1,Grantee,1,6,113
Hurricane_Rita2,2014,1,Grant Status,1,35,648
Hurricane_Rita2,2014,1,Grant,1,2,26
Hurricane_Rita2,2014,1,Estimated PI/RL Funds,1,2,27
Hurricane_Rita2,2014,1,Document,1,2,69
Hurricane_Rita2,2014,1,Disasters,1,4,53
Hurricane_Rita2,2014,1,Disaster Damage,1,21,2621
Hurricane_Rita2,2014,1,Contract End Date,1,2,46
Hurricane_Rita2,2014,1,Award Date,1,2,21
Wildfire_I,2014,1,Responsible Organization,8,32,599
Wildfire_I,2014,1,Projected Start Date,8,8,168
Wildfire_I,2014,1,Projected End Date,8,8,152
Wildfire_I,2014,1,National Objective,8,40,808
Wildfire_I,2014,1,Location Description,8,43,1999
Wildfire_I,2014,1,Completed Activity Actual End Date,8,56,910
Wildfire_I,2014,1,Benefit Type,8,112,1409
Wildfire_I,2014,1,Activity Progress Narrative,8,325,5845
Wildfire_I,2014,1,Activity Description,8,44,3752
Wildfire_I,2014,1,Activitiy Category,8,88,881
Wildfire_I,2014,1,Review By HUD,1,3,41
Wildfire_I,2014,1,Recovery Needs,1,33,3555
Wildfire_I,2014,1,QPR Contact,1,1,12
Wildfire_I,2014,1,Public Comment,1,9,331
Wildfire_I,2014,1,Overall Progress Narrative,1,44,1671
Wildfire_I,2014,1,Obligation Date,1,1,16
Wildfire_I,2014,1,LOCCS Authorized Amount,1,2,38
Wildfire_I,2014,1,INFRASTRUCTURE,1,36,859
Wildfire_I,2014,1,HOUSING,1,5,358
Wildfire_I,2014,1,Grantee Name,1,2,33
Wildfire_I,2014,1,Grantee,1,6,113
Wildfire_I,2014,1,Grant Status,1,34,519
Wildfire_I,2014,1,Grant,1,2,26
Wildfire_I,2014,1,Estimated PI/RL Funds,1,1,22
Wildfire_I,2014,1,Document,1,2,69
Wildfire_I,2014,1,Disasters,1,4,50
Wildfire_I,2014,1,Disaster Damage,1,5,551
Wildfire_I,2014,1,Contract End Date,1,2,46
Wildfire_I,2014,1,Award Date,1,1,11
Wildfire_I,2014,1,Activity Locations,1,162,1729
Hurricane_Ike,2014,2,Activity Supporting Documents,2532,6479,136780
Hurricane_Ike,2014,2,Total Projected Budget From All Sources,1266,7596,109622
Hurricane_Ike,2014,2,Total Obligated,1266,7533,91074
Hurricane_Ike,2014,2,Responsible Organization,1266,2777,50852
Hurricane_Ike,2014,2,Projected Start Date,1266,2778,42184
Hurricane_Ike,2014,2,Projected End Date,1266,2532,36714
Hurricane_Ike,2014,2,Program Income Received,1266,10440,125916
Hurricane_Ike,2014,2,Program Income Drawdown,1266,3798,43048
Hurricane_Ike,2014,2,Program Funds Drawdown,1266,3798,51021
Hurricane_Ike,2014,2,National Objective,1266,2731,37108
Hurricane_Ike,2014,2,Match Contributed,1266,24280,310233
Hurricane_Ike,2014,2,Location Description,1266,3664,288792
Hurricane_Ike,2014,2,Completed Activity Actual End Date,1266,3680,73990
Hurricane_Ike,2014,2,Benefit Type,1266,9003,119684
Hurricane_Ike,2014,2,Activity Progress Narrative,1266,3022,234955
Hurricane_Ike,2014,2,Activity Location,1266,20767,302968
Hurricane_Ike,2014,2,Activity Description,1266,8961,1056725
Hurricane_Ike,2014,2,Activity Category,1266,5438,110274
Hurricane_Ike,2014,2,Program Income Account,397,1923,32800
Hurricane_Ike,2014,2,This Report Period,150,2338,27674
Hurricane_Ike,2014,2,Beneficiaries - Area Benefit / Survey Method,146,1314,13190
Hurricane_Ike,2014,2,Other Funding Sources,58,174,3306
Hurricane_Ike,2014,2,Accomplishments Performance Measures,57,57,2052
Hurricane_Ike,2014,2,Other Funding Sources Budgeted - Detail,46,322,6946
Hurricane_Ike,2014,2,Beneficiaries Performance Measures,41,41,1394
Hurricane_Ike,2014,2,NON-HOUSING,36,5183,51597
Hurricane_Ike,2014,2,No Other Funding Sources Found,24,24,720
Hurricane_Ike,2014,2,Total Funds Drawdown,21,63,786
Hurricane_Ike,2014,2,No Other Match Funding Sources Found,18,72,1674
Hurricane_Ike,2014,2,No Activity Locations Found,16,128,2848
Hurricane_Ike,2014,2,DREF,16,52,2977
Hurricane_Ike,2014,2,Match Sources,15,90,1680
Hurricane_Ike,2014,2,Area Benefit (Survey),15,60,870
Hurricane_Ike,2014,2,Under Way,13,39,434
Hurricane_Ike,2014,2,HGAC,5,25,266
Hurricane_Ike,2014,2,Urgent Need,4,4,44
Hurricane_Ike,2014,2,SETRPC,3,15,168
Hurricane_Ike,2014,2,San Jacinto County,2,6,78
Hurricane_Ike,2014,2,HOUSING,2,339,3402
Hurricane_Ike,2014,2,DETCOG,2,10,112
Hurricane_Ike,2014,2,Brazoria County,2,2,30
Hurricane_Ike,2014,2,Willacy County,1,1,14
Hurricane_Ike,2014,2,Tyler County,1,1,12
Hurricane_Ike,2014,2,"The Infrastructure Team Has Focused On Several Key Areas, As Outlined Below",1,35,1202
Hurricane_Ike,2014,2,Texas General Land Office,1,3,54
Hurricane_Ike,2014,2,Set Asides,1,10,1088
Hurricane_Ike,2014,2,Sabine County,1,1,13
Hurricane_Ike,2014,2,Robertson County,1,1,16
Hurricane_Ike,2014,2,Reviewed By HUD,1,2,44
Hurricane_Ike,2014,2,Recovery Needs,1,35,524
Hurricane_Ike,2014,2,QPR Contact,1,2,32
Hurricane_Ike,2014,2,Project/activity Index,1,134,1257
Hurricane_Ike,2014,2,Project # / Project Title: 0003 / NON-HOUSING,1,3,82
Hurricane_Ike,2014,2,Project # / Project Title: 0002 / PLANNING,1,3,91
Hurricane_Ike,2014,2,Planning,1,8,793
Hurricane_Ike,2014,2,Overall Progress Narrative,1,7,760
Hurricane_Ike,2014,2,Overall Benefit Percentage (Projected),1,2,45
Hurricane_Ike,2014,2,Overall Benefit Percentage (Actual),1,27,406
Hurricane_Ike,2014,2,Obligation Date,1,2,26
Hurricane_Ike,2014,2,Newton County Texas,1,1,19
Hurricane_Ike,2014,2,Newton County,1,1,13
Hurricane_Ike,2014,2,Montgomery County,1,1,17
Hurricane_Ike,2014,2,Locations,1,12,1116
Hurricane_Ike,2014,2,Liberty County,1,1,14
Hurricane_Ike,2014,2,Leon County,1,3,30
Hurricane_Ike,2014,2,La Villa,1,1,8
Hurricane_Ike,2014,2,LOCCS Authorized Amount,1,2,41
Hurricane_Ike,2014,2,INFRASTRUCTURE ACTIVITIES,1,1,26
Hurricane_Ike,2014,2,Houston-galveston Area Council,1,1,30
Hurricane_Ike,2014,2,Harris County,1,1,13
Hurricane_Ike,2014,2,HOUSING ACTIVITIES,1,9,884
Hurricane_Ike,2014,2,Grantee Name,1,4,60
Hurricane_Ike,2014,2,Grant Status,1,2,19
Hurricane_Ike,2014,2,Fire Station #1 & #2,1,6,470
Hurricane_Ike,2014,2,Estimated PI/RL Funds,1,4,61
Hurricane_Ike,2014,2,Drs220212-1a-garner Rd.,1,1,23
Hurricane_Ike,2014,2,Drs220164-4-eldridge Ln.,1,1,24
Hurricane_Ike,2014,2,Drs010051-10-fire Station #4,1,1,28
Hurricane_Ike,2014,2,Document,1,3,76
Hurricane_Ike,2014,2,Disasters,1,4,58
Hurricane_Ike,2014,2,Disaster Damage,1,1,16
Hurricane_Ike,2014,2,Direct Benefit,1,30,204
Hurricane_Ike,2014,2,DRS220034-4-CR 3526 & 3052,1,207,1987
Hurricane_Ike,2014,2,Contract End Date,1,1,18
Hurricane_Ike,2014,2,"Construction Shall Take Place At The Following Locations In Hitchcock, TX",1,4,361
Hurricane_Ike,2014,2,Construction Shall Take Place At The Following Locations,1,4,491
Hurricane_Ike,2014,2,"Construction Shall Take Place Along The Following Roadways In Shelby County, Texas",1,6,822
Hurricane_Ike,2014,2,Code Enforcement,1,5,459
Hurricane_Ike,2014,2,City Of La Porte Water System,1,3,208
Hurricane_Ike,2014,2,Chambers County,1,3,41
Hurricane_Ike,2014,2,Cameron County,1,3,37
Hurricane_Ike,2014,2,Burleson County,1,3,37
Hurricane_Ike,2014,2,Bridge City,1,1,11
Hurricane_Ike,2014,2,Award Date,1,1,11
Hurricane_Ike,2014,2,Appurtenances. Construction Shall Take Place At The Following Locations,1,23,3078
Hurricane_Ike,2014,2,Affordable Rental Housing,1,3,44
Hurricane_Ike,2014,2,ADMINISTRATION,1,208,2476
Hurricane_Ike,2014,2,#Energy Star Replacement Windows,1,88,812
Hurricane_Rita1,2014,2,Review By HUD,1,3,41
Hurricane_Rita1,2014,2,Responsible Organization,1,4,55
Hurricane_Rita1,2014,2,Recovery Needs,1,10,1178
Hurricane_Rita1,2014,2,QPR Contact,1,1,12
Hurricane_Rita1,2014,2,Public Comment,1,2,21
Hurricane_Rita1,2014,2,Projected Start Date,1,1,21
Hurricane_Rita1,2014,2,Projected End Date,1,1,19
Hurricane_Rita1,2014,2,Project # / Title,1,2,42
Hurricane_Rita1,2014,2,Overall Progress Narrative,1,58,952
Hurricane_Rita1,2014,2,Obligation Date,1,2,26
Hurricane_Rita1,2014,2,National Objective,1,5,101
Hurricane_Rita1,2014,2,Location Description,1,3,152
Hurricane_Rita1,2014,2,LOCCS Authorized Amount,1,2,38
Hurricane_Rita1,2014,2,Grantee Name,1,2,24
Hurricane_Rita1,2014,2,Grantee,1,6,113
Hurricane_Rita1,2014,2,Grant Status,1,12,458
Hurricane_Rita1,2014,2,Grant,1,2,17
Hurricane_Rita1,2014,2,Estimated PI/RL Funds,1,2,27
Hurricane_Rita1,2014,2,Document,1,2,66
Hurricane_Rita1,2014,2,Disasters,1,31,384
Hurricane_Rita1,2014,2,Disaster Damage,1,4,401
Hurricane_Rita1,2014,2,Contract End Date,1,2,46
Hurricane_Rita1,2014,2,Completed Activity Actual End Date,1,7,118
Hurricane_Rita1,2014,2,Benefit Type,1,14,168
Hurricane_Rita1,2014,2,Award Date,1,2,21
Hurricane_Rita1,2014,2,Activity Progress Narrative,1,53,972
Hurricane_Rita1,2014,2,Activity Description,1,4,291
Hurricane_Rita1,2014,2,Activitiy Category,1,11,94
Hurricane_Rita2,2014,2,Responsible Organization,4,51,766
Hurricane_Rita2,2014,2,Projected Start Date,4,4,84
Hurricane_Rita2,2014,2,Projected End Date,4,4,76
Hurricane_Rita2,2014,2,National Objective,4,17,338
Hurricane_Rita2,2014,2,Location Description,4,11,795
Hurricane_Rita2,2014,2,Completed Activity Actual End Date,4,23,380
Hurricane_Rita2,2014,2,Benefit Type,4,45,646
Hurricane_Rita2,2014,2,Activity Progress Narrative,4,205,3334
Hurricane_Rita2,2014,2,Activity Description,4,19,1720
Hurricane_Rita2,2014,2,Activitiy Category,4,37,391
Hurricane_Rita2,2014,2,Project # / Title,2,4,84
Hurricane_Rita2,2014,2,Review By HUD,1,3,42
Hurricane_Rita2,2014,2,Recovery Needs,1,18,2207
Hurricane_Rita2,2014,2,QPR Contact,1,1,12
Hurricane_Rita2,2014,2,Public Comment,1,7,137
Hurricane_Rita2,2014,2,Project Summary,1,47,631
Hurricane_Rita2,2014,2,Overall Progress Narrative,1,29,1172
Hurricane_Rita2,2014,2,Obligation Date,1,2,26
Hurricane_Rita2,2014,2,LOCCS Authorized Amount,1,2,39
Hurricane_Rita2,2014,2,Grantee Name,1,2,24
Hurricane_Rita2,2014,2,Grantee,1,6,113
Hurricane_Rita2,2014,2,Grant Status,1,37,771
Hurricane_Rita2,2014,2,Grant,1,2,17
Hurricane_Rita2,2014,2,Estimated PI/RL Funds,1,2,27
Hurricane_Rita2,2014,2,Document,1,2,66
Hurricane_Rita2,2014,2,Disasters,1,4,53
Hurricane_Rita2,2014,2,Disaster Damage,1,21,2621
Hurricane_Rita2,2014,2,Contract End Date,1,2,46
Hurricane_Rita2,2014,2,Award Date,1,2,21
Wildfire_I,2014,2,Responsible Organization,8,58,1021
Wildfire_I,2014,2,Projected Start Date,8,8,168
Wildfire_I,2014,2,Projected End Date,8,8,152
Wildfire_I,2014,2,National Objective,8,39,785
Wildfire_I,2014,2,Location Description,8,29,1879
Wildfire_I,2014,2,Completed Activity Actual End Date,8,55,913
Wildfire_I,2014,2,Benefit Type,8,106,1369
Wildfire_I,2014,2,Activity Progress Narrative,8,345,5815
Wildfire_I,2014,2,Activity Description,8,44,3752
Wildfire_I,2014,2,Activitiy Category,8,85,873
Wildfire_I,2014,2,Project # / Title,3,6,126
Wildfire_I,2014,2,Match Contributed,2,12,131
Wildfire_I,2014,2,Review By HUD,1,3,41
Wildfire_I,2014,2,Recovery Needs,1,33,3555
Wildfire_I,2014,2,QPR Contact,1,1,12
Wildfire_I,2014,2,Public Comment,1,48,1489
Wildfire_I,2014,2,Overall Progress Narrative,1,44,1671
Wildfire_I,2014,2,Obligation Date,1,1,16
Wildfire_I,2014,2,No Other Funding Sources Found,1,10,261
Wildfire_I,2014,2,LOCCS Authorized Amount,1,2,38
Wildfire_I,2014,2,Grantee Name,1,2,24
Wildfire_I,2014,2,Grantee,1,6,113
Wildfire_I,2014,2,Grant Status,1,34,619
Wildfire_I,2014,2,Grant,1,2,17
Wildfire_I,2014,2,Estimated PI/RL Funds,1,1,22
Wildfire_I,2014,2,Document,1,2,66
Wildfire_I,2014,2,Disasters,1,4,50
Wildfire_I,2014,2,Disaster Damage,1,5,551
Wildfire_I,2014,2,Contract End Date,1,2,46
Wildfire_I,2014,2,Award Date,1,1,11
Hurricane_Ike,2014,3,Responsible Organization,1049,4220,90453
Hurricane_Ike,2014,3,Projected Start Date,1049,1049,22029
Hurricane_Ike,2014,3,Projected End Date,1049,1049,19931
Hurricane_Ike,2014,3,National Objective,1049,5240,105837
Hurricane_Ike,2014,3,Location Description,1049,5666,375989
Hurricane_Ike,2014,3,Completed Activity Actual End Date,1049,6289,89730
Hurricane_Ike,2014,3,Benefit Type,1049,13627,169872
Hurricane_Ike,2014,3,Activity Progress Narrative,1049,33316,527323
Hurricane_Ike,2014,3,Activity Description,1049,9457,884443
Hurricane_Ike,2014,3,Activitiy Category,1049,10478,115010
Hurricane_Ike,2014,3,Program Income Account,322,7362,158409
Hurricane_Ike,2014,3,No Other Funding Sources Found,11,69,1402
Hurricane_Ike,2014,3,DREF,5,19,798
Hurricane_Ike,2014,3,Activity Locations,5,919,9287
Hurricane_Ike,2014,3,Project # / Title,4,4,72
Hurricane_Ike,2014,3,Beneficiaries Performance Measures,4,141,1722
Hurricane_Ike,2014,3,Match Contributed,3,30,325
Hurricane_Ike,2014,3,>DREF,3,11,487
Hurricane_Ike,2014,3,"The Infrastructure Team Has Focused On Several Key Areas, As Outlined Below",1,43,1284
Hurricane_Ike,2014,3,Texas - GLO,1,1,11
Hurricane_Ike,2014,3,Set Asides,1,20,1198
Hurricane_Ike,2014,3,Review By HUD,1,3,44
Hurricane_Ike,2014,3,Recovery Needs,1,2,21
Hurricane_Ike,2014,3,QPR Contact,1,1,12
Hurricane_Ike,2014,3,Planning,1,8,793
Hurricane_Ike,2014,3,Obligation Date,1,2,26
Hurricane_Ike,2014,3,Locations,1,31,1605
Hurricane_Ike,2014,3,LOCCS Authorized Amount,1,2,41
Hurricane_Ike,2014,3,LMI%,1,3,38
Hurricane_Ike,2014,3,INFRASTRUCTURE ACTIVITIES,1,1,26
Hurricane_Ike,2014,3,Housing And Infrastructure Activities Are As Follows,1,1,53
Hurricane_Ike,2014,3,HOUSING ACTIVITIES,1,47,1916
Hurricane_Ike,2014,3,HGAC,1,9,109
Hurricane_Ike,2014,3,Grantee Name,1,2,24
Hurricane_Ike,2014,3,Grantee,1,5,66
Hurricane_Ike,2014,3,Grant Status,1,15,750
Hurricane_Ike,2014,3,Estimated PI/RL Funds,1,2,31
Hurricane_Ike,2014,3,Dolly. (DREF Eligibility: Category C - Individual Mitigation Measure),1,3,71
Hurricane_Ike,2014,3,Distinct Improvement Phases,1,12,864
Hurricane_Ike,2014,3,Disasters,1,29,430
Hurricane_Ike,2014,3,Disaster Damage,1,1,16
Hurricane_Ike,2014,3,Contract End Date,1,2,46
Hurricane_Ike,2014,3,"Construction Shall Take Place At The Following Locations In Hitchcock, TX",1,16,592
Hurricane_Ike,2014,3,Construction Shall Take Place At The Following Locations,1,11,296
Hurricane_Ike,2014,3,"Construction Shall Take Place Along The Following Roadways In Shelby County, Texas",1,18,1040
Hurricane_Ike,2014,3,"Consolidated WSC Plant I, Consolidated WSC Plant C, Consolidated WSC Plant B, Ratcliff WSC",1,3,273
Hurricane_Ike,2014,3,Code Enforcement,1,4,350
Hurricane_Ike,2014,3,City Of La Porte Water System,1,3,208
Hurricane_Ike,2014,3,Award Date,1,1,11
Hurricane_Ike,2014,3,Appurtenances At Each Of The Following Locations,1,13,1154
Hurricane_Ike,2014,3,And Associated Appurtenances. Construction Shall Take Place At The Following Locations,1,27,3098
Hurricane_Ike,2014,3,9718 Trumpet St.,1,32,400
Hurricane_Ike,2014,3,970 Alamo St.,1,22,314
Hurricane_Ike,2014,3,7206 Hillsboro St.,1,72,755
Hurricane_Ike,2014,3,6322 Northport Dr.,1,356,3904
Hurricane_Ike,2014,3,5714 W. Cedar Bayou Lynchburg Road,1,576,6171
Hurricane_Ike,2014,3,5706 Doulton Dr.,1,72,751
Hurricane_Ike,2014,3,5314 Avenue S (Stewart Road),1,206,2386
Hurricane_Ike,2014,3,5240 Crosby Cedar Bayou Rd.,1,216,2342
Hurricane_Ike,2014,3,524 S. Mcdaniel,1,17,252
Hurricane_Ike,2014,3,519 W. Clark St.,1,288,3067
Hurricane_Ike,2014,3,457 Jay St (HOP),1,72,772
Hurricane_Ike,2014,3,4501 Wood Ave.,1,72,751
Hurricane_Ike,2014,3,4319 Avenue S (Stewart Road),1,216,2375
Hurricane_Ike,2014,3,4219 Avenue T 1/2,1,72,836
Hurricane_Ike,2014,3,413 Ave B,1,104,1124
Hurricane_Ike,2014,3,4010 Avenue I (Sealy Street),1,72,804
Hurricane_Ike,2014,3,2823 Avenue Q 1/2,1,216,2384
Hurricane_Ike,2014,3,2610 Rev. Dr. Ransom Howard Street,1,114,1371
Hurricane_Ike,2014,3,228 Audrey St.,1,144,1556
Hurricane_Ike,2014,3,2186 Live Oak St.,1,360,3839
Hurricane_Ike,2014,3,216 S. Virginia Street,1,72,778
Hurricane_Ike,2014,3,216 Darlene Dr. (HOP),1,144,1399
Hurricane_Ike,2014,3,21506 Virginia St.,1,216,2437
Hurricane_Ike,2014,3,133 N. Laurel,1,144,1479
Hurricane_Ike,2014,3,114 Blackwell St.,1,166,1872
Hurricane_Ike,2014,3,0001 / ADMINISTRATION,1,1,21
Hurricane_Rita1,2014,3,Review By HUD,1,3,41
Hurricane_Rita1,2014,3,Responsible Organization,1,4,55
Hurricane_Rita1,2014,3,Recovery Needs,1,10,1178
Hurricane_Rita1,2014,3,QPR Contact,1,1,12
Hurricane_Rita1,2014,3,Public Comment,1,2,21
Hurricane_Rita1,2014,3,Projected Start Date,1,1,21
Hurricane_Rita1,2014,3,Projected End Date,1,1,19
Hurricane_Rita1,2014,3,Project # / Title,1,2,42
Hurricane_Rita1,2014,3,Overall Progress Narrative,1,58,952
Hurricane_Rita1,2014,3,Obligation Date,1,2,26
Hurricane_Rita1,2014,3,National Objective,1,5,101
Hurricane_Rita1,2014,3,Location Description,1,3,152
Hurricane_Rita1,2014,3,LOCCS Authorized Amount,1,2,38
Hurricane_Rita1,2014,3,Grantee Name,1,2,24
Hurricane_Rita1,2014,3,Grantee,1,6,113
Hurricane_Rita1,2014,3,Grant Status,1,14,511
Hurricane_Rita1,2014,3,Grant,1,2,17
Hurricane_Rita1,2014,3,Estimated PI/RL Funds,1,2,27
Hurricane_Rita1,2014,3,Document,1,2,70
Hurricane_Rita1,2014,3,Disasters,1,31,384
Hurricane_Rita1,2014,3,Disaster Damage,1,4,401
Hurricane_Rita1,2014,3,Contract End Date,1,2,46
Hurricane_Rita1,2014,3,Completed Activity Actual End Date,1,7,118
Hurricane_Rita1,2014,3,Benefit Type,1,14,168
Hurricane_Rita1,2014,3,Award Date,1,2,21
Hurricane_Rita1,2014,3,Activity Progress Narrative,1,53,972
Hurricane_Rita1,2014,3,Activity Description,1,4,291
Hurricane_Rita1,2014,3,Activitiy Category,1,11,94
Hurricane_Rita2,2014,3,Responsible Organization,5,53,829
Hurricane_Rita2,2014,3,Projected Start Date,5,5,105
Hurricane_Rita2,2014,3,Projected End Date,5,5,95
Hurricane_Rita2,2014,3,National Objective,5,21,423
Hurricane_Rita2,2014,3,Location Description,5,30,1274
Hurricane_Rita2,2014,3,Completed Activity Actual End Date,5,39,593
